City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,10.32,10.32,11.0,overcast clouds,93,0.94,2025-04-02 08:52:25
Catania,12.51,9.0,15.18,few clouds,86,3.09,2025-04-02 08:52:25
Cagliari,5.88,5.88,8.82,clear sky,81,2.06,2025-04-02 08:52:25
Sassari,6.88,6.88,6.88,broken clouds,83,2.3,2025-04-02 08:52:25
Bari,13.3,12.19,14.59,scattered clouds,85,4.12,2025-04-02 08:52:25
Lecce,12.94,12.94,14.36,clear sky,100,5.14,2025-04-02 08:52:25
Naples,14.0,13.4,14.86,scattered clouds,69,3.09,2025-04-02 08:52:25
Rome,11.41,9.4,13.73,clear sky,71,2.57,2025-04-02 08:52:25
Milan,11.52,10.08,12.23,scattered clouds,70,4.63,2025-04-02 08:52:25
Bologna,10.28,9.85,10.58,broken clouds,85,3.09,2025-04-02 08:52:25
Florence,13.41,12.28,13.82,broken clouds,65,6.71,2025-04-02 08:52:25
Genova,9.02,7.38,9.8,overcast clouds,59,1.79,2025-04-02 08:52:25
Turin,3.58,2.85,5.6,light rain,84,0.54,2025-04-02 08:52:25
Palermo,10.32,10.32,11.0,overcast clouds,93,0.94,2025-04-02 09:00:05
Catania,12.51,9.0,15.18,few clouds,86,3.09,2025-04-02 09:00:05
Cagliari,5.88,5.88,9.37,clear sky,81,2.06,2025-04-02 09:00:05
Sassari,6.88,6.88,6.88,broken clouds,84,2.3,2025-04-02 09:00:05
Bari,13.4,12.19,14.08,scattered clouds,85,4.12,2025-04-02 09:00:05
Lecce,12.94,12.94,14.36,clear sky,100,5.14,2025-04-02 09:00:05
Naples,14.0,13.4,16.44,scattered clouds,69,3.09,2025-04-02 09:00:05
Rome,11.87,9.69,14.5,clear sky,71,2.57,2025-04-02 09:00:05
Milan,11.67,10.08,12.23,scattered clouds,68,4.63,2025-04-02 09:00:05
Bologna,10.28,9.85,10.58,broken clouds,86,3.09,2025-04-02 09:00:05
Florence,13.46,12.28,13.82,broken clouds,65,6.71,2025-04-02 09:00:05
Genova,8.88,7.38,9.8,light rain,60,2.24,2025-04-02 09:00:05
Turin,3.58,2.85,5.6,light rain,84,0.54,2025-04-02 09:00:05
Palermo,11.43,11.43,11.56,overcast clouds,92,0.94,2025-04-02 09:15:02
Catania,14.62,14.62,15.18,clear sky,78,2.26,2025-04-02 09:15:02
Cagliari,11.06,10.49,11.06,clear sky,50,1.79,2025-04-02 09:15:02
Sassari,9.88,9.88,9.88,broken clouds,80,2.3,2025-04-02 09:15:02
Bari,13.8,13.19,15.14,scattered clouds,83,3.6,2025-04-02 09:15:02
Lecce,14.92,14.92,14.92,few clouds,84,4.64,2025-04-02 09:15:02
Naples,14.88,14.22,15.34,scattered clouds,67,4.12,2025-04-02 09:15:02
Rome,13.33,11.06,13.93,clear sky,59,3.6,2025-04-02 09:15:02
Milan,11.7,10.37,12.23,scattered clouds,69,2.57,2025-04-02 09:15:02
Bologna,10.19,9.85,10.58,broken clouds,86,2.57,2025-04-02 09:15:02
Florence,13.65,12.83,14.08,broken clouds,64,5.66,2025-04-02 09:15:02
Genova,8.76,7.94,9.8,overcast clouds,68,1.34,2025-04-02 09:15:02
Turin,3.52,2.85,5.6,light rain,84,0.54,2025-04-02 09:15:02
Palermo,11.99,11.99,12.67,overcast clouds,90,0.94,2025-04-02 09:30:02
Catania,13.79,11.0,15.18,few clouds,81,3.09,2025-04-02 09:30:02
Cagliari,9.66,7.88,12.17,clear sky,63,2.06,2025-04-02 09:30:02
Sassari,9.88,9.88,9.88,broken clouds,80,2.3,2025-04-02 09:30:02
Bari,14.01,13.19,14.63,scattered clouds,82,3.6,2025-04-02 09:30:02
Lecce,15.94,15.48,15.94,few clouds,88,5.14,2025-04-02 09:30:02
Naples,15.2,14.22,15.34,scattered clouds,66,4.12,2025-04-02 09:30:02
Rome,12.57,10.25,14.49,clear sky,69,3.6,2025-04-02 09:30:02
Milan,11.76,10.37,12.23,scattered clouds,69,2.57,2025-04-02 09:30:02
Bologna,10.28,9.85,10.58,broken clouds,87,2.57,2025-04-02 09:30:02
Florence,13.82,12.83,14.29,broken clouds,64,6.26,2025-04-02 09:30:02
Genova,8.74,7.38,9.8,overcast clouds,70,4.02,2025-04-02 09:30:02
Turin,3.74,2.85,5.6,light rain,81,1.03,2025-04-02 09:30:02
Palermo,11.99,11.99,12.67,broken clouds,89,1.73,2025-04-02 09:45:02
Catania,14.66,11.97,15.74,clear sky,80,4.12,2025-04-02 09:45:02
Cagliari,11.06,9.88,12.73,clear sky,57,2.06,2025-04-02 09:45:02
Sassari,11.88,11.88,11.88,scattered clouds,71,3.89,2025-04-02 09:45:02
Bari,13.98,13.36,14.19,scattered clouds,82,3.6,2025-04-02 09:45:02
Lecce,15.94,15.94,16.03,few clouds,88,5.14,2025-04-02 09:45:02
Naples,16.08,14.22,16.34,scattered clouds,65,3.6,2025-04-02 09:45:02
Rome,14.41,12.06,16.03,clear sky,64,2.57,2025-04-02 09:45:02
Milan,12.16,11.36,12.79,scattered clouds,67,3.09,2025-04-02 09:45:02
Bologna,10.61,10.49,10.91,broken clouds,87,2.57,2025-04-02 09:45:02
Florence,14.35,12.68,14.82,scattered clouds,61,5.81,2025-04-02 09:45:02
Genova,8.42,6.91,10.42,overcast clouds,74,2.68,2025-04-02 09:45:02
Turin,4.8,3.15,5.6,light rain,74,1.03,2025-04-02 09:45:02
Palermo,12.54,12.54,12.67,broken clouds,88,1.73,2025-04-02 10:00:02
Catania,14.66,11.97,15.74,clear sky,80,4.12,2025-04-02 10:00:02
Cagliari,11.29,9.88,13.28,clear sky,56,2.06,2025-04-02 10:00:02
