City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,8.1,6.56,8.1,clear sky,70,0.3,2025-04-09 08:15:05
Catania,5.88,5.88,14.07,clear sky,87,3.6,2025-04-09 08:15:05
Cagliari,12.17,12.17,12.71,broken clouds,67,0.39,2025-04-09 08:15:05
Sassari,9.88,9.88,12.71,overcast clouds,93,2.03,2025-04-09 08:15:05
Bari,8.86,8.43,9.59,few clouds,76,3.09,2025-04-09 08:15:05
Lecce,7.7,7.7,7.7,few clouds,70,4.98,2025-04-09 08:15:05
Naples,9.69,8.11,10.69,clear sky,55,1.54,2025-04-09 08:15:05
Rome,7.18,6.07,9.92,few clouds,84,1.03,2025-04-09 08:15:05
Milan,7.22,6.19,8.26,broken clouds,85,0.95,2025-04-09 08:15:05
Bologna,8.3,6.81,8.36,clear sky,74,3.09,2025-04-09 08:15:05
Florence,9.11,6.78,11.01,broken clouds,71,0.57,2025-04-09 08:15:05
Genova,7.78,5.71,8.92,overcast clouds,64,0.81,2025-04-09 08:15:05
Turin,3.35,2.45,5.48,overcast clouds,78,0.31,2025-04-09 08:15:05
Palermo,8.65,8.22,8.65,clear sky,74,0.3,2025-04-09 08:30:02
Catania,6.01,5.88,9.19,clear sky,84,3.6,2025-04-09 08:30:02
Cagliari,10.61,7.05,13.26,clear sky,80,1.54,2025-04-09 08:30:02
Sassari,9.88,9.88,12.71,overcast clouds,93,2.03,2025-04-09 08:30:02
Bari,9.74,8.92,10.7,few clouds,75,3.09,2025-04-09 08:30:02
Lecce,9.94,8.81,9.94,few clouds,50,5.14,2025-04-09 08:30:02
Naples,10.48,9.34,12.0,clear sky,53,1.54,2025-04-09 08:30:02
Rome,6.65,5.83,10.47,few clouds,89,1.03,2025-04-09 08:30:02
Milan,8.21,6.32,8.9,broken clouds,84,0.95,2025-04-09 08:30:02
Bologna,7.95,5.89,8.91,clear sky,75,3.09,2025-04-09 08:30:02
Florence,8.59,7.25,11.56,broken clouds,71,0.57,2025-04-09 08:30:02
Genova,7.42,5.05,8.92,overcast clouds,66,1.79,2025-04-09 08:30:02
Turin,2.82,2.07,5.6,overcast clouds,84,1.43,2025-04-09 08:30:02
Palermo,8.65,8.65,9.34,scattered clouds,76,0.97,2025-04-09 08:45:02
Catania,7.93,7.0,9.19,clear sky,79,3.6,2025-04-09 08:45:02
Cagliari,10.48,8.88,13.26,clear sky,81,1.54,2025-04-09 08:45:02
Sassari,11.88,11.88,13.27,overcast clouds,88,1.86,2025-04-09 08:45:02
Bari,10.2,9.19,11.3,few clouds,72,2.57,2025-04-09 08:45:02
Lecce,9.94,9.36,9.94,few clouds,50,5.14,2025-04-09 08:45:02
Naples,11.17,10.34,12.0,clear sky,51,1.54,2025-04-09 08:45:02
Rome,8.94,7.74,11.34,few clouds,84,1.03,2025-04-09 08:45:02
Milan,8.79,7.82,9.52,clear sky,82,0.0,2025-04-09 08:45:02
Bologna,8.45,7.15,9.46,clear sky,72,2.06,2025-04-09 08:45:02
Florence,9.39,8.92,11.56,scattered clouds,68,0.84,2025-04-09 08:45:02
Genova,7.89,5.6,9.18,overcast clouds,66,0.45,2025-04-09 08:45:02
Turin,4.81,3.24,6.59,overcast clouds,78,1.43,2025-04-09 08:45:02
Palermo,8.65,8.65,11.0,broken clouds,77,0.92,2025-04-09 09:00:03
Catania,7.93,7.0,9.19,clear sky,79,3.6,2025-04-09 09:00:03
Cagliari,10.7,8.88,13.82,clear sky,80,1.54,2025-04-09 09:00:03
Sassari,11.88,11.88,13.27,overcast clouds,88,1.96,2025-04-09 09:00:03
Bari,10.11,9.19,10.75,few clouds,71,2.57,2025-04-09 09:00:03
Lecce,9.94,9.94,11.03,few clouds,50,5.14,2025-04-09 09:00:03
Naples,11.5,10.34,14.22,clear sky,50,1.54,2025-04-09 09:00:03
Rome,9.38,8.29,12.45,few clouds,80,1.03,2025-04-09 09:00:03
Milan,9.03,7.82,10.08,clear sky,81,0.0,2025-04-09 09:00:03
Bologna,9.34,7.71,10.03,clear sky,69,2.06,2025-04-09 09:00:03
Florence,9.72,9.47,11.56,broken clouds,67,0.45,2025-04-09 09:00:03
Genova,8.22,6.16,9.18,overcast clouds,65,0.89,2025-04-09 09:00:03
Turin,4.06,3.24,5.6,broken clouds,79,1.52,2025-04-09 09:00:03
Palermo,9.21,9.21,11.56,broken clouds,73,0.92,2025-04-09 09:15:05
Catania,10.88,10.88,15.18,clear sky,71,4.63,2025-04-09 09:15:05
Cagliari,13.84,13.84,14.37,overcast clouds,63,0.45,2025-04-09 09:15:05
Sassari,12.88,12.88,13.27,overcast clouds,88,1.96,2025-04-09 09:15:05
Bari,10.54,10.1,11.7,few clouds,70,2.57,2025-04-09 09:15:05
Lecce,11.59,11.59,11.59,clear sky,46,6.91,2025-04-09 09:15:05
Naples,12.05,11.34,14.22,clear sky,47,2.57,2025-04-09 09:15:05
Rome,12.87,11.51,13.38,few clouds,51,4.12,2025-04-09 09:15:05
Milan,9.76,7.86,11.12,clear sky,79,0.51,2025-04-09 09:15:05
Bologna,9.57,8.26,10.03,clear sky,67,1.79,2025-04-09 09:15:05
Florence,9.58,8.82,12.12,clear sky,66,0.51,2025-04-09 09:15:05
Genova,8.77,6.53,9.47,overcast clouds,62,0.95,2025-04-09 09:15:05
Turin,4.43,3.45,5.6,broken clouds,79,1.52,2025-04-09 09:15:05
Palermo,9.76,9.76,9.76,scattered clouds,70,1.57,2025-04-09 09:30:06
Catania,10.95,10.0,12.53,clear sky,69,4.63,2025-04-09 09:30:06
Cagliari,12.43,9.05,14.93,clear sky,75,1.54,2025-04-09 09:30:06
Sassari,12.88,12.88,12.88,overcast clouds,89,1.96,2025-04-09 09:30:06
Bari,10.87,10.19,12.37,few clouds,69,2.57,2025-04-09 09:30:06
Lecce,11.94,11.59,11.94,clear sky,40,7.72,2025-04-09 09:30:06
Naples,11.68,11.34,13.4,clear sky,44,2.57,2025-04-09 09:30:06
Rome,10.34,8.83,13.57,scattered clouds,63,4.12,2025-04-09 09:30:06
Milan,10.12,8.41,11.68,clear sky,78,1.34,2025-04-09 09:30:06
Bologna,9.96,8.85,10.89,clear sky,66,2.24,2025-04-09 09:30:06
Florence,10.36,9.27,12.68,broken clouds,65,0.83,2025-04-09 09:30:06
Genova,8.14,5.8,9.73,overcast clouds,65,0.45,2025-04-09 09:30:06
Turin,5.1,3.51,6.16,clear sky,75,0.51,2025-04-09 09:30:06
Palermo,10.87,10.87,13.22,scattered clouds,73,1.57,2025-04-09 09:45:03
Catania,12.88,12.53,12.88,clear sky,62,3.6,2025-04-09 09:45:03
Cagliari,12.33,10.88,15.49,clear sky,75,1.03,2025-04-09 09:45:03
Sassari,13.88,13.88,16.04,overcast clouds,80,1.82,2025-04-09 09:45:03
Bari,11.36,10.66,12.92,few clouds,66,2.57,2025-04-09 09:45:03
Lecce,11.94,11.59,11.94,clear sky,40,7.72,2025-04-09 09:45:03
Naples,11.8,11.34,13.95,clear sky,46,2.57,2025-04-09 09:45:03
Rome,13.05,10.52,14.49,few clouds,57,4.12,2025-04-09 09:45:03
Milan,10.68,9.69,12.21,scattered clouds,77,1.54,2025-04-09 09:45:03
Bologna,10.44,9.85,11.45,clear sky,64,2.06,2025-04-09 09:45:03
Florence,11.17,10.39,13.23,clear sky,64,0.51,2025-04-09 09:45:03
Genova,9.38,6.83,10.61,overcast clouds,62,1.74,2025-04-09 09:45:03
Turin,5.59,4.35,6.51,clear sky,74,0.51,2025-04-09 09:45:03
Palermo,10.87,10.87,13.22,scattered clouds,69,1.57,2025-04-09 10:00:07
Catania,12.88,12.53,12.88,clear sky,62,3.6,2025-04-09 10:00:07
Cagliari,12.57,10.88,15.49,clear sky,75,1.03,2025-04-09 10:00:07
Sassari,13.88,13.88,16.04,overcast clouds,80,1.82,2025-04-09 10:00:07
