City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,14.76,12.67,14.76,overcast clouds,66,4.83,2025-03-14 08:30:03
Catania,17.35,16.85,18.04,overcast clouds,76,0.45,2025-03-14 08:30:03
Cagliari,13.84,13.26,13.84,overcast clouds,78,0.45,2025-03-14 08:30:03
Sassari,14.18,14.18,14.18,overcast clouds,78,7.01,2025-03-14 08:30:03
Bari,15.82,15.59,16.25,overcast clouds,79,2.24,2025-03-14 08:30:03
Lecce,18.36,18.36,18.36,broken clouds,63,10.83,2025-03-14 08:30:03
Naples,12.88,12.84,15.33,moderate rain,86,0.45,2025-03-14 08:30:03
Rome,12.46,11.91,13.47,overcast clouds,96,4.29,2025-03-14 08:30:03
Milan,9.21,8.42,9.52,light rain,92,1.34,2025-03-14 08:30:03
Bologna,10.68,10.58,11.47,overcast clouds,96,0.45,2025-03-14 08:30:03
Florence,11.02,10.3,12.89,moderate rain,90,0.89,2025-03-14 08:30:03
Genova,5.83,4.24,7.27,overcast clouds,87,1.79,2025-03-14 08:30:03
Turin,3.14,2.85,4.44,overcast clouds,82,0.5,2025-03-14 08:30:03
Palermo,15.32,14.89,15.32,overcast clouds,65,5.69,2025-03-14 08:45:03
Catania,17.67,17.4,18.04,overcast clouds,74,0.89,2025-03-14 08:45:03
Cagliari,13.84,13.82,13.84,overcast clouds,75,0.89,2025-03-14 08:45:03
Sassari,16.6,16.6,16.6,overcast clouds,77,5.95,2025-03-14 08:45:03
Bari,15.82,15.59,16.25,overcast clouds,79,1.79,2025-03-14 08:45:03
Lecce,18.36,18.36,18.36,broken clouds,63,10.83,2025-03-14 08:45:03
Naples,12.88,12.84,14.86,light rain,86,2.24,2025-03-14 08:45:03
Rome,13.25,12.14,13.63,overcast clouds,91,4.29,2025-03-14 08:45:03
Milan,9.21,8.42,9.52,light rain,92,0.45,2025-03-14 08:45:03
Bologna,10.68,10.58,11.47,overcast clouds,96,1.34,2025-03-14 08:45:03
Florence,11.62,11.14,14.08,light rain,89,5.82,2025-03-14 08:45:03
Genova,5.81,4.69,6.81,overcast clouds,87,3.46,2025-03-14 08:45:03
Turin,3.4,3.15,4.49,overcast clouds,83,0.5,2025-03-14 08:45:03
Palermo,15.87,15.87,16.0,overcast clouds,64,5.69,2025-03-14 09:00:03
Catania,17.91,17.4,18.6,overcast clouds,74,0.89,2025-03-14 09:00:03
Cagliari,14.39,13.82,14.39,overcast clouds,74,0.45,2025-03-14 09:00:03
Sassari,16.04,16.04,16.04,overcast clouds,77,5.95,2025-03-14 09:00:03
Bari,16.37,16.14,16.6,overcast clouds,78,2.24,2025-03-14 09:00:03
Lecce,18.36,18.36,18.36,broken clouds,63,10.83,2025-03-14 09:00:03
Naples,12.88,12.84,14.86,light rain,86,3.13,2025-03-14 09:00:03
Rome,13.69,12.7,14.19,overcast clouds,88,4.29,2025-03-14 09:00:03
Milan,9.21,8.42,9.52,light rain,92,0.45,2025-03-14 09:00:03
Bologna,10.75,10.58,12.02,overcast clouds,96,2.71,2025-03-14 09:00:03
Florence,11.71,11.14,13.74,light rain,89,5.82,2025-03-14 09:00:03
Genova,6.21,5.25,6.95,overcast clouds,86,2.24,2025-03-14 09:00:03
Turin,3.46,3.15,4.49,overcast clouds,82,0.5,2025-03-14 09:00:03
Palermo,15.87,15.87,17.11,overcast clouds,65,5.69,2025-03-14 09:15:03
Catania,18.23,17.4,18.6,overcast clouds,74,0.89,2025-03-14 09:15:03
Cagliari,14.95,14.37,14.95,overcast clouds,71,0.89,2025-03-14 09:15:03
Sassari,15.49,15.49,15.49,overcast clouds,77,5.95,2025-03-14 09:15:03
Bari,16.56,16.21,16.86,overcast clouds,77,2.24,2025-03-14 09:15:03
Lecce,18.36,18.36,18.36,broken clouds,63,10.83,2025-03-14 09:15:03
Naples,13.44,13.4,15.42,light rain,85,1.79,2025-03-14 09:15:03
Rome,14.17,12.7,15.05,overcast clouds,82,4.29,2025-03-14 09:15:03
Milan,9.24,8.42,9.69,light rain,92,1.97,2025-03-14 09:15:03
Bologna,10.95,10.59,12.02,overcast clouds,96,2.71,2025-03-14 09:15:03
Florence,11.83,11.14,14.29,overcast clouds,89,5.82,2025-03-14 09:15:03
Genova,6.21,5.25,6.95,overcast clouds,86,0.45,2025-03-14 09:15:03
Turin,3.58,3.15,4.99,overcast clouds,81,0.5,2025-03-14 09:15:03
Palermo,16.43,16.43,17.67,overcast clouds,66,5.69,2025-03-14 09:30:03
Catania,17.67,17.4,18.04,broken clouds,76,0.45,2025-03-14 09:30:03
Cagliari,15.51,14.37,15.51,overcast clouds,69,0.89,2025-03-14 09:30:03
Sassari,14.93,14.93,14.93,overcast clouds,77,5.95,2025-03-14 09:30:03
Bari,17.51,17.32,17.81,overcast clouds,74,2.68,2025-03-14 09:30:03
Lecce,19.34,19.34,19.34,broken clouds,58,11.57,2025-03-14 09:30:03
Naples,13.44,13.4,15.89,light rain,84,1.34,2025-03-14 09:30:03
Rome,14.49,13.4,15.52,overcast clouds,81,4.29,2025-03-14 09:30:03
Milan,9.25,8.42,9.69,light rain,92,0.45,2025-03-14 09:30:03
Bologna,10.95,10.59,12.02,overcast clouds,77,2.71,2025-03-14 09:30:03
Florence,11.93,11.41,14.29,overcast clouds,92,5.82,2025-03-14 09:30:03
Genova,6.45,5.25,6.9,overcast clouds,85,1.34,2025-03-14 09:30:03
Turin,3.87,3.15,5.05,overcast clouds,79,0.5,2025-03-14 09:30:03
