City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,9.76,9.76,9.76,overcast clouds,83,1.37,2025-02-28 08:08:26
Catania,10.26,9.29,12.7,broken clouds,80,1.08,2025-02-28 08:08:26
Cagliari,9.39,8.26,9.39,few clouds,65,2.68,2025-02-28 08:08:26
Sassari,7.88,7.88,7.88,scattered clouds,85,1.71,2025-02-28 08:08:26
Bari,8.61,8.43,8.92,few clouds,86,0.89,2025-02-28 08:08:26
Lecce,11.03,11.03,11.03,few clouds,88,2.65,2025-02-28 08:08:26
Naples,9.69,8.95,11.53,clear sky,87,1.54,2025-02-28 08:08:26
Rome,8.74,7.91,10.47,overcast clouds,82,1.52,2025-02-28 08:08:26
Milan,5.26,3.58,6.04,light rain,91,1.55,2025-02-28 08:08:26
Bologna,5.57,5.49,6.45,overcast clouds,93,0.31,2025-02-28 08:08:26
Florence,7.3,6.82,9.34,broken clouds,92,0.51,2025-02-28 08:08:26
Genova,5.55,4.05,7.37,overcast clouds,68,1.88,2025-02-28 08:08:26
Turin,-1.37,-1.6,1.72,overcast clouds,68,3.49,2025-02-28 08:08:26
Palermo,9.76,9.76,9.76,overcast clouds,83,1.37,2025-02-28 08:15:04
Catania,10.26,9.29,13.81,broken clouds,80,1.08,2025-02-28 08:15:04
Cagliari,9.39,8.26,9.39,few clouds,65,2.68,2025-02-28 08:15:04
Sassari,7.88,7.88,7.88,scattered clouds,85,1.71,2025-02-28 08:15:04
Bari,9.16,8.99,10.03,clear sky,86,2.57,2025-02-28 08:15:04
Lecce,11.03,11.03,11.03,few clouds,88,2.65,2025-02-28 08:15:04
Naples,9.83,9.34,11.53,clear sky,87,1.54,2025-02-28 08:15:04
Rome,8.05,7.06,10.47,few clouds,93,0.51,2025-02-28 08:15:04
Milan,5.26,3.58,6.04,light rain,91,1.55,2025-02-28 08:15:04
Bologna,5.57,5.49,6.45,overcast clouds,93,0.31,2025-02-28 08:15:04
Florence,7.34,6.82,9.34,broken clouds,92,0.51,2025-02-28 08:15:04
Genova,5.72,4.05,7.37,overcast clouds,68,1.88,2025-02-28 08:15:04
Turin,-1.37,-1.6,1.72,overcast clouds,68,3.49,2025-02-28 08:15:04
Palermo,9.21,9.21,9.21,overcast clouds,82,1.37,2025-02-28 08:30:04
Catania,11.37,9.0,12.4,few clouds,78,1.08,2025-02-28 08:30:04
Cagliari,7.33,5.88,9.39,clear sky,84,3.09,2025-02-28 08:30:04
Sassari,7.88,7.88,13.27,few clouds,76,1.46,2025-02-28 08:30:04
Bari,10.18,9.19,10.49,clear sky,85,2.57,2025-02-28 08:30:04
Lecce,8.94,8.94,11.59,clear sky,100,0.51,2025-02-28 08:30:04
Naples,10.3,9.34,12.08,clear sky,87,1.54,2025-02-28 08:30:04
Rome,8.5,7.06,10.95,few clouds,93,0.51,2025-02-28 08:30:04
Milan,5.72,3.7,6.6,light rain,90,1.55,2025-02-28 08:30:04
Bologna,6.12,6.04,6.45,overcast clouds,93,0.31,2025-02-28 08:30:04
Florence,7.65,6.5,9.9,broken clouds,92,0.51,2025-02-28 08:30:04
Genova,5.44,2.83,7.37,overcast clouds,70,1.79,2025-02-28 08:30:04
Turin,-0.3,-0.74,2.27,overcast clouds,65,3.49,2025-02-28 08:30:04
Palermo,9.76,9.76,9.76,scattered clouds,81,1.5,2025-02-28 08:45:08
Catania,10.95,8.88,12.4,clear sky,80,3.09,2025-02-28 08:45:08
Cagliari,8.38,6.88,10.51,clear sky,80,2.57,2025-02-28 08:45:08
Sassari,9.88,9.88,12.71,few clouds,76,1.46,2025-02-28 08:45:08
Bari,10.95,10.19,12.25,clear sky,84,1.03,2025-02-28 08:45:08
